TP,thresh01,thresh015,thresh02,thresh025,thresh03,thresh035,thresh04,thresh045,thresh05,thresh055,thresh06,thresh065,thresh07,thresh075,thresh08,thresh085,thresh09
IID_rmsd,17.0,9.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_rmsd,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
coreperiphery_rmsd,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
cosineGeometric_rmsd,27.0,53.0,57.0,43.0,40.0,40.0,28.0,14.0,13.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,17.0
disassortative_rmsd,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotProduct_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geometricConf_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
randomGeometric_rmsd,30.0,54.0,47.0,73.0,57.0,82.0,83.0,52.0,75.0,44.0,114.0,77.0,16.0,30.0,39.0,6.0,27.0
ringLattice_rmsd,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_rmsd,20.0,52.0,55.0,82.0,59.0,79.0,75.0,56.0,92.0,44.0,123.0,77.0,6.0,29.0,37.0,5.0,21.0
squaredEuclidean_rmsd,23.0,44.0,56.0,68.0,64.0,78.0,72.0,60.0,77.0,47.0,112.0,85.0,7.0,19.0,38.0,6.0,26.0
IID_squaredEuclidean,13.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_squaredEuclidean,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_squaredEuclidean,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
cosineGeometric_squaredEuclidean,33.0,31.0,52.0,51.0,59.0,40.0,41.0,24.0,15.0,14.0,3.0,0.0,4.0,4.0,1.0,0.0,77.0
disassortative_squaredEuclidean,20.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotProduct_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geometricConf_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
randomGeometric_squaredEuclidean,17.0,50.0,64.0,45.0,96.0,90.0,85.0,70.0,104.0,130.0,63.0,6.0,78.0,39.0,19.0,48.0,184.0
ringLattice_squaredEuclidean,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_squaredEuclidean,20.0,51.0,76.0,52.0,95.0,83.0,84.0,57.0,86.0,137.0,55.0,8.0,77.0,42.0,14.0,42.0,187.0
squaredEuclidean_squaredEuclidean,21.0,50.0,65.0,51.0,91.0,77.0,94.0,60.0,104.0,135.0,62.0,5.0,68.0,35.0,16.0,38.0,182.0
