TP,thresh01,thresh015,thresh02,thresh025,thresh03,thresh035,thresh04,thresh045,thresh05,thresh055,thresh06,thresh065,thresh07,thresh075,thresh08,thresh085,thresh09
cosineGeometric_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disassortative_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_dotProduct,31.0,27.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotProduct_dotProduct,132.0,139.0,145.0,122.0,124.0,113.0,127.0,84.0,83.0,192.0,38.0,228.0,235.0,7.0,243.0,247.0,11.0
geometricConf_dotProduct,99.0,96.0,67.0,90.0,83.0,82.0,86.0,65.0,54.0,192.0,22.0,225.0,237.0,3.0,240.0,244.0,0.0
randomGeometric_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringLattice_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squaredEuclidean_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IID_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disassortative_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_geometricConf,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotProduct_geometricConf,103.0,107.0,98.0,119.0,119.0,130.0,118.0,160.0,159.0,44.0,208.0,18.0,3.0,236.0,1.0,0.0,235.0
geometricConf_geometricConf,151.0,153.0,178.0,157.0,165.0,166.0,159.0,177.0,189.0,53.0,227.0,21.0,8.0,244.0,3.0,0.0,247.0
randomGeometric_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringLattice_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squaredEuclidean_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IID_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_randomGeometric,28.0,12.0,9.0,1.0,4.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,0.0,15.0,0.0,1.0,1.0
disassortative_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_randomGeometric,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,22.0,24.0,0.0,35.0,39.0,41.0,41.0
dotProduct_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
geometricConf_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
randomGeometric_randomGeometric,58.0,78.0,78.0,81.0,71.0,95.0,89.0,60.0,81.0,40.0,191.0,20.0,0.0,10.0,10.0,10.0,10.0
ringLattice_randomGeometric,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_randomGeometric,62.0,85.0,86.0,85.0,72.0,103.0,89.0,73.0,88.0,40.0,181.0,19.0,0.0,7.0,7.0,7.0,7.0
squaredEuclidean_randomGeometric,65.0,69.0,82.0,64.0,79.0,90.0,76.0,62.0,81.0,40.0,175.0,15.0,3.0,10.0,10.0,10.0,10.0
IID_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_ringLattice,39.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disassortative_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dotProduct_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geometricConf_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
randomGeometric_ringLattice,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringLattice_ringLattice,180.0,230.0,246.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
rmsd_ringLattice,32.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squaredEuclidean_ringLattice,39.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IID_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_rmsd,17.0,12.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
disassortative_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0
dotProduct_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
geometricConf_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
randomGeometric_rmsd,69.0,77.0,66.0,92.0,95.0,74.0,91.0,108.0,110.0,61.0,19.0,10.0,2.0,24.0,25.0,25.0,25.0
ringLattice_rmsd,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_rmsd,60.0,68.0,78.0,73.0,75.0,74.0,93.0,85.0,99.0,44.0,23.0,12.0,4.0,24.0,23.0,23.0,23.0
squaredEuclidean_rmsd,65.0,89.0,64.0,84.0,87.0,82.0,86.0,112.0,116.0,47.0,27.0,11.0,1.0,19.0,18.0,19.0,19.0
IID_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_squaredEuclidean,17.0,15.0,8.0,2.0,2.0,4.0,2.0,0.0,2.0,5.0,3.0,10.0,28.0,97.0,3.0,3.0,3.0
disassortative_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,49.0,9.0,8.0,7.0,7.0
dotProduct_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geometricConf_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
randomGeometric_squaredEuclidean,57.0,68.0,87.0,68.0,78.0,76.0,65.0,78.0,56.0,146.0,36.0,217.0,244.0,213.0,192.0,193.0,193.0
ringLattice_squaredEuclidean,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_squaredEuclidean,66.0,66.0,69.0,78.0,95.0,67.0,64.0,89.0,60.0,160.0,43.0,218.0,246.0,219.0,193.0,198.0,198.0
squaredEuclidean_squaredEuclidean,45.0,65.0,90.0,93.0,77.0,71.0,85.0,67.0,52.0,162.0,46.0,221.0,242.0,219.0,199.0,201.0,201.0
