TP,thresh01,thresh015,thresh02,thresh025,thresh03,thresh035,thresh04,thresh045,thresh05,thresh055,thresh06,thresh065,thresh07,thresh075,thresh08,thresh085,thresh09
assortative_discreteUniform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_discreteUniform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_discreteUniform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,6.0,10.0,0.0,0.0,0.0,0.0
disassortative_discreteUniform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_discreteUniform,195.0,173.0,170.0,170.0,151.0,118.0,118.0,100.0,85.0,74.0,119.0,45.0,17.0,2.0,0.0,5.0,0.0
dotProduct_discreteUniform,26.0,25.0,39.0,49.0,52.0,50.0,54.0,41.0,44.0,44.0,131.0,18.0,9.0,2.0,0.0,11.0,0.0
geometricConf_discreteUniform,3.0,7.0,13.0,25.0,27.0,34.0,38.0,31.0,36.0,30.0,106.0,10.0,5.0,1.0,2.0,12.0,0.0
randomGeometric_discreteUniform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
ringLattice_discreteUniform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_discreteUniform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
squaredEuclidean_discreteUniform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
IID_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,20.0,0.0,0.0,0.0,0.0
disassortative_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_dotProduct,47.0,69.0,71.0,60.0,65.0,88.0,82.0,53.0,54.0,117.0,29.0,122.0,122.0,2.0,33.0,4.0,0.0
dotProduct_dotProduct,122.0,118.0,113.0,91.0,86.0,82.0,84.0,59.0,46.0,152.0,15.0,146.0,136.0,3.0,57.0,12.0,0.0
geometricConf_dotProduct,96.0,90.0,59.0,73.0,62.0,63.0,62.0,48.0,32.0,157.0,11.0,160.0,152.0,3.0,56.0,19.0,1.0
randomGeometric_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ringLattice_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
squaredEuclidean_dotProduct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0
IID_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
disassortative_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_geometricConf,8.0,8.0,9.0,20.0,34.0,44.0,49.0,94.0,108.0,38.0,65.0,21.0,2.0,90.0,11.0,1.0,0.0
dotProduct_geometricConf,102.0,107.0,98.0,110.0,112.0,118.0,112.0,144.0,145.0,32.0,65.0,14.0,6.0,90.0,4.0,0.0,5.0
geometricConf_geometricConf,151.0,153.0,178.0,152.0,161.0,153.0,150.0,170.0,169.0,43.0,90.0,19.0,12.0,114.0,12.0,8.0,13.0
randomGeometric_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringLattice_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
squaredEuclidean_geometricConf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IID_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_randomGeometric,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_randomGeometric,46.0,27.0,17.0,24.0,25.0,7.0,8.0,11.0,5.0,12.0,25.0,6.0,0.0,0.0,0.0,0.0,0.0
disassortative_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0
dotProduct_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
geometricConf_randomGeometric,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
randomGeometric_randomGeometric,45.0,72.0,62.0,71.0,67.0,84.0,67.0,68.0,23.0,109.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0
ringLattice_randomGeometric,26.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_randomGeometric,57.0,67.0,81.0,90.0,75.0,87.0,71.0,72.0,31.0,106.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
squaredEuclidean_randomGeometric,53.0,54.0,73.0,76.0,78.0,68.0,71.0,70.0,22.0,101.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0
IID_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
assortative_ringLattice,3.0,15.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
coreperiphery_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_ringLattice,24.0,21.0,18.0,7.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0
disassortative_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0
discreteUniform_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
dotProduct_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
geometricConf_ringLattice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
randomGeometric_ringLattice,50.0,19.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringLattice_ringLattice,166.0,199.0,224.0,238.0,247.0,249.0,249.0,250.0,249.0,250.0,250.0,250.0,249.0,250.0,234.0,0.0,0.0
rmsd_ringLattice,50.0,30.0,8.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
squaredEuclidean_ringLattice,45.0,26.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
IID_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_rmsd,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_rmsd,29.0,30.0,20.0,19.0,15.0,10.0,6.0,6.0,14.0,12.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0
disassortative_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0
dotProduct_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
geometricConf_rmsd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0
randomGeometric_rmsd,53.0,56.0,61.0,75.0,100.0,90.0,111.0,81.0,130.0,32.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0
ringLattice_rmsd,28.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_rmsd,48.0,74.0,57.0,55.0,91.0,90.0,114.0,80.0,131.0,27.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0
squaredEuclidean_rmsd,62.0,82.0,54.0,62.0,97.0,98.0,100.0,78.0,137.0,35.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0
IID_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assortative_squaredEuclidean,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coreperiphery_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cosineGeometric_squaredEuclidean,26.0,25.0,16.0,9.0,9.0,11.0,14.0,5.0,10.0,10.0,19.0,12.0,4.0,0.0,0.0,0.0,0.0
disassortative_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discreteUniform_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
dotProduct_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
geometricConf_squaredEuclidean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
randomGeometric_squaredEuclidean,45.0,58.0,72.0,70.0,64.0,58.0,56.0,78.0,54.0,24.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0
ringLattice_squaredEuclidean,13.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rmsd_squaredEuclidean,50.0,49.0,67.0,69.0,60.0,59.0,56.0,71.0,56.0,30.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0
squaredEuclidean_squaredEuclidean,48.0,45.0,81.0,80.0,52.0,60.0,60.0,71.0,51.0,31.0,17.0,3.0,1.0,0.0,0.0,0.0,0.0
